row_id,feature_name,protein_ids,hq_non_na,lq_non_na,hq_mean,lq_mean,log2FC_HQ_minus_LQ,pval,display_name,padj,abs_log2FC,passes_presence,is_significant
5495,TBCD,Q9BTW9-4,6,12,17.794036187892022,17.52736410763083,0.26667208026119127,0.0003117893577749126,TBCD,0.04027282004669854,0.26667208026119127,True,False
742,HEXIM1,O94992,6,12,14.817286672145201,15.065269461842727,-0.24798278969752552,0.0002889713777636968,HEXIM1,0.04027282004669854,0.24798278969752552,True,False
5934,FN3KRP,Q9HA64,6,12,15.235240276425088,15.016777373641446,0.21846290278364222,0.00032146070316374937,FN3KRP,0.04027282004669854,0.21846290278364222,True,False
1499,SFPQ,P23246,6,12,20.43820417123021,20.223489638329156,0.21471453290105558,0.00023038130153258776,SFPQ,0.04027282004669854,0.21471453290105558,True,False
3474,HS1BP3,Q53T59,6,12,16.183403392724298,16.38171733442146,-0.19831394169716177,0.00030377243087988446,HS1BP3,0.04027282004669854,0.19831394169716177,True,False
2235,PDE1A,P54750-4,6,12,13.07550988219716,11.479626862038986,1.5958830201581744,0.0006143880927122775,PDE1A,0.04036757320265112,1.5958830201581744,True,True
2285,ITGA1,P56199,6,12,12.82782048103376,14.233056442410353,-1.4052359613765937,0.0004229908768282749,ITGA1,0.04036757320265112,1.4052359613765937,True,True
2779,BST2,Q10589-2,5,12,12.235099683505513,13.617467772781033,-1.38236808927552,0.0006062526430803052,BST2,0.04036757320265112,1.38236808927552,True,True
1921,PPIC,P45877,6,12,13.875330704826645,15.150191556361323,-1.2748608515346778,0.0005863116252868821,PPIC,0.04036757320265112,1.2748608515346778,True,True
3400,UAP1L1,Q3KQV9,6,12,12.716460484605738,13.943035622030758,-1.2265751374250193,0.00047488182010342394,UAP1L1,0.04036757320265112,1.2265751374250193,True,True
781,PAPSS2,O95340-2,5,12,13.135550992368902,14.073399821698501,-0.9378488293295995,0.0004796732701327919,PAPSS2,0.04036757320265112,0.9378488293295995,True,False
3780,PLBD1,Q6P4A8,6,12,14.165544096216273,15.090178508912459,-0.9246344126961858,0.0004280591005860465,PLBD1,0.04036757320265112,0.9246344126961858,True,False
6358,LMCD1,Q9NZU5,6,12,15.147452682270355,16.051430832384515,-0.9039781501141597,0.0006066011093063848,LMCD1,0.04036757320265112,0.9039781501141597,True,False
5268,MYADM,Q96S97,6,12,16.66176619308329,17.557951926899857,-0.8961857338165657,0.00041427855335391956,MYADM,0.04036757320265112,0.8961857338165657,True,False
1712,SLC8A1,P32418-2,6,11,12.127129431391774,11.337504160424057,0.7896252709677167,0.0005478684678902975,SLC8A1,0.04036757320265112,0.7896252709677167,True,False
926,LMNA,P02545,6,12,14.89760130837008,15.67557936467177,-0.7779780563016896,0.0005869556016283793,LMNA,0.04036757320265112,0.7779780563016896,True,False
2122,GPC3,P51654-3,6,12,16.47066821186145,17.212445178027114,-0.7417769661656628,0.0004621979826318058,GPC3,0.04036757320265112,0.7417769661656628,True,False
6617,PTBP2,Q9UKA9-2,6,12,19.002315657413174,18.295401158852396,0.7069144985607778,0.0006096850559138794,PTBP2,0.04036757320265112,0.7069144985607778,True,False
3429,ANO6,Q4KMQ2-2,6,12,14.113198317948862,14.792129651598382,-0.6789313336495191,0.0005002402015103385,ANO6,0.04036757320265112,0.6789313336495191,True,False
4193,GLB1L2,Q8IW92,6,12,14.405732337829948,13.755196469170196,0.6505358686597518,0.0004580143355173475,GLB1L2,0.04036757320265112,0.6505358686597518,True,False
6101,PXMP2,Q9NR77,6,11,13.795297972000903,13.166220248185622,0.6290777238152803,0.0003619790565702649,PXMP2,0.04036757320265112,0.6290777238152803,True,False
4008,KIF21A,Q7Z4S6-2,6,12,16.286751077592964,15.679358874905352,0.6073922026876115,0.0006061045465893026,KIF21A,0.04036757320265112,0.6073922026876115,True,False
5089,TMEM41A,Q96HV5,6,12,16.596594380137997,17.107653450826067,-0.51105907068807,0.0005305653711440918,TMEM41A,0.04036757320265112,0.51105907068807,True,False
1339,H1-2,P16403,6,12,22.90498469594489,22.397337957911756,0.5076467380331344,0.00040467204111643823,H1-2,0.04036757320265112,0.5076467380331344,True,False
5699,PSME3IP1,Q9GZU8,6,12,15.668395573656673,15.173287932941172,0.49510764071550106,0.0005330150136892077,PSME3IP1,0.04036757320265112,0.49510764071550106,True,False
2188,SLC25A1,P53007,6,12,18.717337312346398,18.239156974656492,0.4781803376899063,0.0003907643778743468,SLC25A1,0.04036757320265112,0.4781803376899063,True,False
6821,POFUT2,Q9Y2G5-2,6,12,16.489327447660017,16.95357189119283,-0.464244443532813,0.000462501840078679,POFUT2,0.04036757320265112,0.464244443532813,True,False
6030,MRPS30,Q9NP92,6,12,14.062587739352082,14.472201880675541,-0.4096141413234591,0.0005974250576151314,MRPS30,0.04036757320265112,0.4096141413234591,True,False
2028,PPM1F,P49593,6,12,14.701146401966504,15.0761446454116,-0.3749982434450967,0.00037983096403729444,PPM1F,0.04036757320265112,0.3749982434450967,True,False
5786,DPH5,Q9H2P9-6,6,12,15.124452627792294,14.759690763209983,0.3647618645823112,0.0004941184567958778,DPH5,0.04036757320265112,0.3647618645823112,True,False
2006,LMAN1,P49257,6,12,17.11481498483097,17.473444752644856,-0.3586297678138841,0.0006034323279411235,LMAN1,0.04036757320265112,0.3586297678138841,True,False
3224,SF3B4,Q15427,6,12,16.03172233914507,15.675931540901841,0.3557907982432287,0.0003430786976896798,SF3B4,0.04036757320265112,0.3557907982432287,True,False
149,PPP6C,O00743-3,6,12,16.06292098247305,15.717694590424783,0.3452263920482661,0.0005595489664071676,PPP6C,0.04036757320265112,0.3452263920482661,True,False
7017,SNX8,Q9Y5X2,6,12,13.648560657344008,13.989004430565323,-0.340443773221315,0.000443561478049874,SNX8,0.04036757320265112,0.340443773221315,True,False
2034,PSMB2,P49721,6,12,19.023510013127066,18.692067499239478,0.3314425138875876,0.0005700470601755683,PSMB2,0.04036757320265112,0.3314425138875876,True,False
1678,ALDH1B1,P30837,6,12,16.62422786306584,16.306767271465844,0.3174605915999962,0.0004397452653521709,ALDH1B1,0.04036757320265112,0.3174605915999962,True,False
5492,PI4K2A,Q9BTU6,6,12,15.45108153969794,15.764860101995957,-0.31377856229801715,0.0005026368852891861,PI4K2A,0.04036757320265112,0.31377856229801715,True,False
6809,CNPY2,Q9Y2B0,6,12,19.683609873291857,19.996131396037438,-0.3125215227455804,0.0005310266960233547,CNPY2,0.04036757320265112,0.3125215227455804,True,False
5893,DDX31,Q9H8H2,6,12,13.16945505166107,13.47760602572738,-0.30815097406631153,0.0004993618242845772,DDX31,0.04036757320265112,0.30815097406631153,True,False
2443,POLR2G,P62487,6,12,15.767125884435679,15.476302541066133,0.29082334336954574,0.0005662224942648447,POLR2G,0.04036757320265112,0.29082334336954574,True,False
2973,RAPSN,Q13702,6,11,14.116925256444176,14.397034425109052,-0.28010916866487534,0.0005296251273820046,RAPSN,0.04036757320265112,0.28010916866487534,True,False
1514,PTPRG,P23470-2,6,12,16.54242555687049,16.263713875611096,0.27871168125939505,0.00038352144248699854,PTPRG,0.04036757320265112,0.27871168125939505,True,False
6162,SACM1L,Q9NTJ5,6,12,16.948287014693758,17.214903298793065,-0.2666162840993067,0.0005352785103484091,SACM1L,0.04036757320265112,0.2666162840993067,True,False
1137,HNRNPA1,P09651,6,12,21.64882115410604,21.393006341311278,0.2558148127947639,0.00038312691150374734,HNRNPA1,0.04036757320265112,0.2558148127947639,True,False
5918,COG4,Q9H9E3,6,12,15.77281970235885,16.000256361811907,-0.22743665945305658,0.0005003019505948952,COG4,0.04036757320265112,0.22743665945305658,True,False
2929,MTX1,Q13505,6,12,16.379470872713117,16.599456563725717,-0.21998569101259946,0.0005958867069471913,MTX1,0.04036757320265112,0.21998569101259946,True,False
1107,GNAI3,P08754,6,12,19.73455771999249,19.543053938428653,0.19150378156383852,0.0004971491945925911,GNAI3,0.04036757320265112,0.19150378156383852,True,False
6737,COG5,Q9UP83-3,6,12,16.062573192765115,16.244383107237596,-0.18180991447248118,0.0004625601279366428,COG5,0.04036757320265112,0.18180991447248118,True,False
4154,IRF2BP1,Q8IU81,6,12,16.099932927332933,16.265886343318503,-0.16595341598556956,0.0005205128437402107,IRF2BP1,0.04036757320265112,0.16595341598556956,True,False
2027,SARS1,P49591,6,12,19.28360564532662,19.119290733895568,0.16431491143105248,0.0006122425747393952,SARS1,0.04036757320265112,0.16431491143105248,True,False
2748,DHX9,Q08211,6,12,20.323749012089873,20.15957972198532,0.16416929010455306,0.0004871642905473223,DHX9,0.04036757320265112,0.16416929010455306,True,False
2933,PRP4K,Q13523,6,12,17.704847923640227,17.541393798924148,0.163454124716079,0.0005939219416544651,PRP4K,0.04036757320265112,0.163454124716079,True,False
4835,TNPO1,Q92973-2,6,12,18.375306843100986,18.216754943879987,0.1585518992209991,0.0003758083117001301,TNPO1,0.04036757320265112,0.1585518992209991,True,False
1767,MYH10,P35580-2,6,12,20.444513061772952,20.35078503008954,0.09372803168341193,0.0006060257612827745,MYH10,0.04036757320265112,0.09372803168341193,True,False
1607,ABCD3,P28288,6,12,17.05660410320183,16.764509975288675,0.29209412791315614,0.0006221327689517322,ABCD3,0.040501414022765976,0.29209412791315614,True,False
2572,RHOG,P84095,6,12,15.653695041794059,16.17107446089913,-0.5173794191050725,0.0006426111286630468,RHOG,0.04139055640623547,0.5173794191050725,True,False
3795,AAGAB,Q6PD74,6,12,15.951102345740614,15.662658107378496,0.28844423836211774,0.0006474565615969754,AAGAB,0.04139055640623547,0.28844423836211774,True,False
5424,CPPED1,Q9BRF8,6,12,17.542498884744546,17.916131996101214,-0.37363311135666777,0.0006593454427512694,CPPED1,0.04177424340859829,0.37363311135666777,True,False
105,MATN2,O00339-2,6,11,11.328954466961067,12.681307794852586,-1.3523533278915192,0.0006919815762648926,MATN2,0.042698271871092854,1.3523533278915192,True,True
2500,ACTG2,P63267,3,9,16.037957389572735,14.810722973055586,1.227234416517149,0.000687230148952228,ACTG2,0.042698271871092854,1.227234416517149,False,False
1069,HNRNPC,P07910,6,12,14.012608405608175,13.390855591107554,0.6217528145006206,0.0006902151986476789,HNRNPC,0.042698271871092854,0.6217528145006206,True,False
1201,SLC2A3,P11169,6,12,16.18143560970233,17.54261569129732,-1.3611800815949913,0.000700250617105788,SLC2A3,0.04283602050847131,1.3611800815949913,True,True
1844,ARL1,P40616-2,6,12,18.388498252940106,18.747435546231042,-0.3589372932909356,0.000729899428696415,ARL1,0.044268088427604796,0.3589372932909356,True,False
4026,ARPIN,Q7Z6K5-2,6,12,15.88965703912462,15.648040006081123,0.24161703304349658,0.000741745524684236,ARPIN,0.044605307145418126,0.24161703304349658,True,False
4458,CAMKV,Q8NCB2,6,12,14.996080310830271,14.266675327717172,0.7294049831130991,0.0007537820105616863,CAMKV,0.044948211318871646,0.7294049831130991,True,False
6077,CCDC177,Q9NQR7,6,12,12.328396561548935,11.598230989157054,0.730165572391881,0.0007650649203581238,CCDC177,0.04524083895717706,0.730165572391881,True,False
5932,LIN28A,Q9H9Z2,6,12,15.428581391100868,16.63683078908247,-1.2082493979816018,0.0007878339162478844,LIN28A,0.04620222702227262,1.2082493979816018,True,True
3004,HNRNPD,Q14103-3,6,12,21.531257653660045,21.247592543503497,0.28366511015654794,0.0007963740481077074,HNRNPD,0.046320247912887635,0.28366511015654794,True,False
1010,KRT8,P05787-2,6,12,17.10023798888715,19.034737263464418,-1.9344992745772664,0.0008269268459865704,KRT8,0.04683888711986314,1.9344992745772664,True,True
1225,PRPS2,P11908,6,12,17.51073024830191,16.878913426267502,0.6318168220344091,0.0008448953708205301,PRPS2,0.04683888711986314,0.6318168220344091,True,False
3615,CROCC,Q5TZA2,6,12,17.463041368677295,16.987829621322316,0.4752117473549795,0.0008392632678662546,CROCC,0.04683888711986314,0.4752117473549795,True,False
3475,ACTBL2,Q562R1,6,12,17.050644241599603,16.617094851329593,0.4335493902700094,0.0008142883527404492,ACTBL2,0.04683888711986314,0.4335493902700094,True,False
2774,NEXN,Q0ZGT2-2,6,12,13.47962649180135,13.885952324885501,-0.4063258330841517,0.0008274212000260851,NEXN,0.04683888711986314,0.4063258330841517,True,False
5202,ACAP3,Q96P50,6,12,13.570810437195446,13.79586152516733,-0.22505108797188456,0.0008367269016907714,ACAP3,0.04683888711986314,0.22505108797188456,True,False
1279,FDPS,P14324-2,6,12,18.34586817478047,17.698422641192234,0.6474455335882361,0.0008832671210551572,FDPS,0.04692183234834505,0.6474455335882361,True,False
1904,SLC1A2,P43004-3,6,12,14.359604534269886,13.727086610557846,0.6325179237120402,0.0008898997114851022,SLC1A2,0.04692183234834505,0.6325179237120402,True,False
1000,HMGN2,P05204,6,12,19.28394697623941,18.671661112406582,0.6122858638328275,0.0008784081021944204,HMGN2,0.04692183234834505,0.6122858638328275,True,False
2991,IDI1,Q13907,6,12,17.79365423832532,17.254719955224733,0.5389342831005877,0.0009234471305235201,IDI1,0.04692183234834505,0.5389342831005877,True,False
2872,SELENBP1,Q13228-4,6,12,19.022460636352164,19.521433782644607,-0.4989731462924425,0.0009172373807780045,SELENBP1,0.04692183234834505,0.4989731462924425,True,False
2837,STK4,Q13043,6,12,16.687589744190163,16.24171919563839,0.445870548551774,0.000895152458630312,STK4,0.04692183234834505,0.445870548551774,True,False
2531,CNTNAP1,P78357,6,12,14.146860214626413,14.529703794779364,-0.38284358015295084,0.0008944601840356821,CNTNAP1,0.04692183234834505,0.38284358015295084,True,False
3972,APTX,Q7Z2E3-11,6,12,14.269936956482063,13.948385067368994,0.32155188911306887,0.0009257407735017344,APTX,0.04692183234834505,0.32155188911306887,True,False
5962,IFT122,Q9HBG6-10,6,12,15.281168695908292,14.968479095054805,0.31268960085348674,0.0009040262036296215,IFT122,0.04692183234834505,0.31268960085348674,True,False
1909,MATR3,P43243,6,12,19.773116621752056,19.50234669436969,0.2707699273823643,0.0008718471380680718,MATR3,0.04692183234834505,0.2707699273823643,True,False
1639,PML,P29590,6,12,15.51947784358569,15.772991610669528,-0.2535137670838381,0.000921216269283316,PML,0.04692183234834505,0.2535137670838381,True,False
1746,CTNNA1,P35221,6,12,18.509570575831898,18.319740544051854,0.1898300317800441,0.0009061259408205749,CTNNA1,0.04692183234834505,0.1898300317800441,True,False
2507,CSNK2B,P67870,6,12,16.38385567854073,16.171096093186023,0.21275958535470707,0.0009328560092440662,CSNK2B,0.04694713646521911,0.21275958535470707,True,False
3932,RHOU,Q7L0Q8,6,12,12.262209033066439,12.990529051249025,-0.7283200181825862,0.0009404781097294303,RHOU,0.04699741314535238,0.7283200181825862,True,False
209,PHYH,O14832,6,12,13.685016195319967,14.306119840318436,-0.6211036449984686,0.0009737731291435412,PHYH,0.048078106288083663,0.6211036449984686,True,False
1266,ALAD,P13716-2,6,12,15.024418797952135,15.463642372772554,-0.43922357482041896,0.0009756549190366471,ALAD,0.048078106288083663,0.43922357482041896,True,False
5211,SORCS2,Q96PQ0,6,12,15.878661121315337,14.941788631407539,0.9368724899077989,0.000997819216452613,SORCS2,0.04842221727805493,0.9368724899077989,True,False
5489,ANP32E,Q9BTT0,6,12,19.511064765716455,19.088475848667738,0.42258891704871715,0.000991852845597488,ANP32E,0.04842221727805493,0.42258891704871715,True,False
6187,DDX19A,Q9NUU7,6,12,17.85597605761807,17.760942231319373,0.09503382629869606,0.001003109630760157,DDX19A,0.04842221727805493,0.09503382629869606,True,False
1728,KDELR2,P33947,6,12,13.380674559645422,13.985111441861969,-0.6044368822165467,0.0010180936416230718,KDELR2,0.048813462709171064,0.6044368822165467,True,False
5136,BTF3L4,Q96K17,6,12,18.395078501432383,18.211102096073496,0.18397640535888726,0.0010267407321135618,BTF3L4,0.04889766600723379,0.18397640535888726,True,False
6876,LSM2,Q9Y333,6,12,16.788333265901723,16.361528123413052,0.4268051424886714,0.0010358383320056852,LSM2,0.04900205869274895,0.4268051424886714,True,False
412,SLC25A20,O43772,6,12,15.492915672979985,16.203954158331058,-0.7110384853510734,0.0010578006718007927,SLC25A20,0.049255467439935675,0.7110384853510734,True,False
2914,TMED1,Q13445,6,12,15.828356722960066,16.167332742526938,-0.3389760195668714,0.0010670023954633726,TMED1,0.049255467439935675,0.3389760195668714,True,False
2996,CKAP5,Q14008-2,6,12,17.410604046259547,17.159007011820844,0.25159703443870285,0.001068614206662533,CKAP5,0.049255467439935675,0.25159703443870285,True,False
2288,AP1S2,P56377,6,12,14.320081518367266,14.549452875093744,-0.22937135672647813,0.0010689602572928544,AP1S2,0.049255467439935675,0.22937135672647813,True,False
3446,FNDC3B,Q53EP0,6,12,12.77512536124702,13.366334184647512,-0.5912088234004909,0.0011317664719882067,FNDC3B,0.05082920813435642,0.5912088234004909,True,False
5184,INTS15,Q96N11-2,3,11,11.302365465329302,11.754905785715202,-0.4525403203859,0.001121380976711613,INTS15,0.05082920813435642,0.4525403203859,False,False
5335,TTC1,Q99614,6,12,15.480302077848762,15.070348630842796,0.40995344700596625,0.0011212410670281882,TTC1,0.05082920813435642,0.40995344700596625,True,False
6453,COPG2,Q9UBF2,6,12,17.933194178964925,17.772705095385213,0.16048908357971214,0.0011310543488947291,COPG2,0.05082920813435642,0.16048908357971214,True,False
944,FTL,P02792,6,12,16.767417082045778,17.699676914697154,-0.9322598326513756,0.0011416497889408796,FTL,0.050950609448581645,0.9322598326513756,True,False
2595,MAT1A,Q00266,3,7,11.2494576846806,14.936457266724847,-3.6869995820442476,0.0011787365030539376,MAT1A,0.051106514899273675,3.6869995820442476,False,False
1903,SLC1A3,P43003-2,6,12,14.639836153433208,13.259616668958275,1.3802194844749334,0.0011612135019253471,SLC1A3,0.051106514899273675,1.3802194844749334,True,False
4585,LRRC20,Q8TCA0,6,12,15.899042568609786,15.336533302293612,0.5625092663161748,0.0011811539520125258,LRRC20,0.051106514899273675,0.5625092663161748,True,False
6257,HPF1,Q9NWY4,6,12,16.760729996922827,16.459050752764966,0.3016792441578602,0.0011784614738378372,HPF1,0.051106514899273675,0.3016792441578602,True,False
1679,POLR2B,P30876,6,12,16.34673834712677,16.1860166877077,0.16072165941907102,0.0011523716123812287,POLR2B,0.051106514899273675,0.16072165941907102,True,False
4846,LPP,Q93052,6,12,15.464319690492198,16.013167900659468,-0.5488482101672698,0.0012251995884166036,LPP,0.05175009690121559,0.5488482101672698,True,False
1548,YY1,P25490,6,12,16.896902478484108,16.486334181481844,0.41056829700226416,0.0012162061303516035,YY1,0.05175009690121559,0.41056829700226416,True,False
5825,GOLPH3,Q9H4A6,6,12,16.187703154195603,16.501836076802,-0.31413292260639736,0.001222507246846075,GOLPH3,0.05175009690121559,0.31413292260639736,True,False
317,YKT6,O15498,6,12,17.172802249101505,16.898881437099735,0.2739208120017693,0.001209074441571016,YKT6,0.05175009690121559,0.2739208120017693,True,False
